time,S,R,F,T,dose_u1
7.2,119475.412129246,300728.386522661,105300.573948779,420203.798651907,1.25
7.4,113751.819000616,323191.410211061,108688.104115725,436943.229211677,1.25
7.6,107711.133886557,346282.371967814,111982.684467997,453993.505854371,1.25
7.8,101389.147710253,369941.292247403,115166.662982493,471330.439957657,1.25
8,94860.3533624661,394022.785896749,118231.834731286,488883.139259215,1.5
8.2,87159.1761533005,418443.114685489,121151.91786948,505602.29083879,1.5
8.4,79583.0968187573,442999.273651894,123950.489961195,522582.370470651,1.5
8.6,72190.2992332157,467510.063223194,126630.76551117,539700.36245641,1.5
8.8,65060.28301499,491784.754083226,129178.898088339,556845.037098216,1.5
9,58252.6439902137,515623.141571351,131593.215331195,573875.785561565,1.25
9.2,52570.1937508021,538649.590196631,133853.491268282,591219.783947433,1.25
9.4,47140.6023996318,560808.92638284,135991.086069732,607949.528782471,1.25
9.6,41988.7190583381,582036.943013895,138013.717564597,624025.662072234,1.25
9.8,37172.8457621334,602145.464046896,139912.292631831,639318.30980903,1.25
10,32717.014914022,621051.114530543,141689.421243509,653768.129444565,1
10.2,29177.5130126433,638511.783247496,143334.181985658,667689.29626014,1
10.4,25872.5530005644,654742.161079598,144876.322687182,680614.714080162,1
10.6,22814.5780256452,669743.90914924,146318.384881476,692558.487174885,1
10.8,20021.3985107646,683478.954557064,147658.781210847,703500.353067829,1
11,17490.325683179,695998.486074629,148902.406933298,713488.811757808,0.75
11.2,15587.5984936922,707232.758693604,150044.122444402,722820.357187296,0.75
11.4,13829.1907034088,717442.973524012,151107.707287535,731272.16422742,0.75
11.6,12219.4686495513,726664.412369639,152094.186174531,738883.88101919,0.75
11.8,10759.9939677128,734941.42223642,153005.033736338,745701.416204133,0.75
12,9444.17894053323,742359.460054864,153845.004167902,751803.638995397,0.5
12.2,8527.49556815517,748922.376176789,154610.693248624,757449.871744944,0.5
12.4,7676.09121407534,754815.264694952,155320.477622069,762491.355909027,0.5
12.6,6889.89479453406,760092.80261739,155976.634253872,766982.697411924,0.5
12.8,6170.10241289936,764790.265133929,156579.877347448,770960.367546828,0.5
13,5513.66497188674,768973.684114758,157133.924742672,774487.349086645,0.25
13.2,5122.28682731746,772666.692295434,157635.620873859,777788.979122752,0.25
13.4,4751.1107603629,775958.062850472,158098.506083373,780709.173610835,0.25
13.6,4399.05458831807,778911.142151064,158526.902999374,783310.196739382,0.25
13.8,4067.78130082465,781534.905818188,158919.883147888,785602.687119013,0.25
14,3756.968195556,783868.881457454,159279.864198668,787625.84965301,0
14.2,3659.42055802673,785955.155734023,159604.904675509,789614.57629205,0
14.4,3563.04748120559,787801.756181741,159904.190613854,791364.803662946,0
14.6,3467.95893334142,789448.800412194,160180.677650427,792916.759345535,0
14.8,3374.44040662155,790903.822409753,160433.836544236,794278.262816375,0
15,3282.63966516726,792191.931177328,160665.338106662,795474.570842496,0
15.2,3192.9680881667,793316.160616915,160873.992585372,796509.128705082,0
15.4,3105.09208854061,794327.59546864,161065.862767058,797432.68755718,0
15.6,3018.96042666527,795243.830756812,161242.91086444,798262.791183477,0
15.8,2934.78078302426,796067.090783875,161404.827696691,799001.8715669,0
16,2852.58969769415,796808.113218048,161552.729246856,799660.702915742,0
16.2,2772.7200280095,797466.694082959,161685.880242082,800239.414110968,0
16.4,2694.72388858653,798067.35952666,161808.217934237,800762.083415246,0
16.6,2618.49975836541,798618.400019787,161921.021173708,801236.899778153,0
16.8,2544.21405280786,799120.213651868,162024.105301132,801664.427704676,0
17,2471.86305661084,799577.730537638,162118.200258756,802049.593594248,0
17.2,2401.72840957702,799989.973114972,162202.848535608,802391.701524549,0
17.4,2333.35581956399,800369.831868008,162280.580981881,802703.187687572,0
17.6,2266.63361621532,800721.585512015,162352.221452906,802988.219128231,0
17.8,2201.7012300021,801045.100918203,162417.657714976,803246.802148205,0
18,2138.54076883459,801342.857400767,162477.361029935,803481.398169602,0
18.2,2077.39437076528,801613.892434257,162531.045297144,803691.286805022,0
18.4,2017.83882537315,801865.555245629,162580.32682966,803883.394071002,0
18.6,1959.7667816486,802100.247309779,162625.732500688,804060.014091428,0
18.8,1903.29716202363,802317.730221786,162667.193219603,804221.02738381,0
19,1848.40786059491,802519.36177653,162705.010770823,804367.769637125,0
19.2,1795.30802160891,802704.376296016,162739.005626727,804499.684317625,0
19.4,1743.61703599778,802877.229520502,162770.205815415,804620.8465565,0
19.6,1693.23687075076,803039.358567471,162798.946733436,804732.595438222,0
19.8,1644.26965716326,803190.541666242,162825.185470792,804834.811323406,0
20,1596.6930604155,803331.57263033,162849.114296341,804928.265690745,0
20.2,1550.68788702035,803461.880372491,162870.620297552,805012.568259512,0
20.4,1505.91768381781,803584.285632085,162890.355642737,805090.203315903,0
20.6,1462.29506057306,803699.687761079,162908.533218073,805161.982821652,0
20.8,1419.90796753762,803807.906331049,162925.12621492,805227.814298586,0
21,1378.73545058117,803909.426458376,162940.256735203,805288.161908958,0
21.2,1338.93379177102,804003.828476036,162953.853656586,805342.762267807,0
21.4,1300.20834373662,804092.954742926,162966.330030042,805393.163086662,0
21.6,1262.48219649126,804177.386053428,162977.820732835,805439.868249919,0
21.8,1225.83117496836,804256.980674289,162988.308950554,805482.811849257,0
22,1190.23629962802,804332.043768042,162997.872067832,805522.28006767,0
22.2,1155.83260459269,804402.264924724,163006.465242002,805558.097529317,0
22.4,1122.36345810781,804468.878202782,163014.349808658,805591.24166089,0
22.6,1089.76167060053,804532.267946749,163021.611122316,805622.02961735,0
22.8,1058.09264696223,804592.323000767,163028.238610357,805650.415647729,0
23,1027.33951893795,804649.239202657,163034.28125417,805676.578721595,0
23.2,997.61892217812,804702.783201978,163039.710762852,805700.402124156,0
23.4,968.708076539272,804753.800970932,163044.692374362,805722.509047471,0
23.6,940.548544437513,804802.55246251,163049.280064155,805743.101006948,0
23.8,913.196756372591,804848.949560994,163053.467173596,805762.146317366,0
24,886.637884253503,804893.119966743,163057.284680925,805779.757850997,0
24.2,860.972645700276,804934.884716672,163060.714730552,805795.857362372,0
24.4,836.008047815383,804974.837364069,163063.861756476,805810.845411884,0
24.6,811.693404921718,805013.157595971,163066.759875263,805824.851000893,0
24.8,788.077410141215,805049.774549971,163069.404888985,805837.851960112,0
25,765.147115080722,805084.772762554,163071.816379817,805849.919877634,0
