time,S,R,F,T,dose_u1
5.4,610148.484175038,75214.949346725,95318.660859211,685363.433521763,1.25
5.6,614025.557082006,77484.0494085329,97115.4887447767,691509.606490539,1.25
5.8,616063.491050597,79728.6912814524,98709.0138336334,695792.18233205,1.25
6,616385.61243792,81959.3077401674,100113.862603042,698344.920178088,1.25
6.2,614904.275305548,84188.8516372069,101322.354263826,699093.126942755,1.25
6.4,612114.618372492,86429.419130496,102389.649330547,698544.037502988,1.25
6.6,608189.905972305,88688.7325038176,103334.758745434,696878.638476123,1.25
6.8,603130.55544545,90978.0267347685,104158.270815734,694108.582180218,1.25
7,597048.293003745,93307.7730326586,104872.811712152,690356.066036404,1
7.2,604297.153045917,96477.0794172976,105478.101280449,700774.232463215,1
7.4,609770.116930898,99619.8957065354,106007.017594089,709390.012637433,1
7.6,613656.312799271,102745.941741482,106471.14827909,716402.254540754,1
7.8,615912.542858739,105863.949551639,106871.972646055,721776.492410378,1
8,616659.212616145,108986.165355631,107217.02705158,725645.377971776,1
8.2,615834.477889937,112131.222258189,107507.100550172,727965.700148126,1
8.4,613874.638753469,115308.280507558,107759.265457713,729182.919261026,1
8.6,610931.753070047,118525.161582501,107979.571457207,729456.914652548,1
8.8,607007.101937133,121796.549439284,108169.012720624,728803.651376417,1
9,602196.895689897,125134.571072006,108331.481402275,727331.466761903,1
9.2,596488.020276306,128565.98874648,108467.567953057,725054.009022786,1
9.4,590143.929796245,132084.665586903,108585.580898822,722228.595383148,1
9.6,583258.985422402,135694.478772582,108688.470038773,718953.464194984,1
9.8,575842.190534723,139413.758023025,108776.76592729,715255.948557749,1
10,567952.822270231,143253.195196446,108852.356460349,711206.017466678,0.75
10.2,584174.073187672,148292.294694255,108915.565208454,732466.367881927,0.75
10.4,598430.368889404,153150.06243625,108970.316775808,751580.431325654,0.75
10.6,610871.470647507,157841.327855718,109018.00558626,768712.798503225,0.75
10.8,621392.754452275,162359.326460494,109058.892043687,783752.08091277,0.75
11,630088.67730956,166717.326447776,109093.874820772,796806.003757337,0.75
11.2,636831.874607395,170913.124164016,109123.096205355,807744.998771411,0.75
11.4,642134.036673017,174997.017745019,109148.394479345,817131.054418036,0.75
11.6,646166.563413055,178987.875587054,109170.419505379,825154.439000109,0.75
11.8,648911.518875848,182891.736582194,109189.294668548,831803.255458042,0.75
12,650478.163187392,186725.187970629,109205.434391528,837203.351158022,0.75
12.2,650832.569689522,190500.591890257,109218.914929796,841333.161579778,0.75
12.4,650318.731476179,194246.123647321,109230.582797541,844564.855123501,0.75
12.6,649055.785871545,197974.591791734,109240.738905609,847030.377663279,0.75
12.8,647046.982686044,201696.590296587,109249.440814395,848743.572982631,0.75
13,644366.612194865,205425.062040003,109256.880315862,849791.674234868,0.75
13.2,641005.06091189,209177.983598421,109263.093043952,850183.04451031,0.75
13.4,637160.725192622,212962.47212302,109268.469768855,850123.197315642,0.75
13.6,632902.792987354,216784.711506692,109273.149406987,849687.504494045,0.75
13.8,628235.198657178,220656.798907739,109277.158622036,848891.997564917,0.75
14,623199.953996566,224587.696473667,109280.585933778,847787.650470234,0.5
14.2,646090.465300611,229821.32987144,109283.447861416,875911.795172051,0.5
14.4,666878.92684258,234491.546414671,109285.924551344,901370.473257251,0.5
14.6,685714.557295859,238650.904159943,109288.08004643,924365.461455802,0.5
14.8,702480.24877594,242280.693395012,109289.926658327,944760.942170952,0.5
15,717280.286015781,245418.553238397,109291.505575996,962698.839254179,0.5
15.2,729989.407550628,248045.171327524,109292.823606475,978034.578878151,0.5
15.4,741166.568353363,250305.747619875,109293.964192609,991472.315973238,0.5
15.6,751001.1181268,252251.377199184,109294.956839324,1003252.49532598,0.5
15.8,759483.706162091,253885.950934884,109295.807222749,1013369.65709698,0.5
16,766740.937588684,255244.670346486,109296.534140814,1021985.60793517,0.5
16.2,772755.08660163,256331.153517784,109297.141111871,1029086.24011941,0.5
16.4,777891.183601764,257230.932364363,109297.666361614,1035122.11596613,0.5
16.6,782276.874529543,257975.145453551,109298.123479726,1040252.01998309,0.5
16.8,785923.68804465,258570.596160446,109298.51508144,1044494.2842051,0.5
17,788914.233193015,259038.616862131,109298.849824696,1047952.85005515,0.5
17.2,791251.357649048,259386.014826806,109299.129330664,1050637.37247585,0.5
17.4,793133.486161208,259654.147608006,109299.371203311,1052787.63376921,0.5
17.6,794630.216463914,259858.557524859,109299.58170107,1054488.77398877,0.5
17.8,795750.246303964,260004.53357621,109299.762028513,1055754.77988017,0.5
18,796537.53967178,260103.084277872,109299.916172824,1056640.62394965,0.5
18.2,796994.649509651,260160.234291113,109300.044880736,1057154.88380076,0.5
18.4,797222.016847614,260192.870747531,109300.156258861,1057414.88759514,0.5
18.6,797254.619476547,260207.822332619,109300.253189208,1057462.44180917,0.5
18.8,797096.41197774,260208.938106936,109300.336226521,1057305.35008468,0.5
19,796768.908580897,260201.573353213,109300.407206886,1056970.48193411,0.5
19.2,796272.066990261,260190.835095331,109300.466474206,1056462.90208559,0.5
19.4,795656.236936064,260181.566905984,109300.517761463,1055837.80384205,0.5
19.6,794938.640269199,260176.299233203,109300.562395786,1055114.9395024,0.5
19.8,794120.278508655,260178.055362778,109300.600632633,1054298.33387143,0.5
20,793211.393651565,260189.445224147,109300.633325462,1053400.83887571,0.25
20.2,809390.813564869,261162.057502507,109300.660615585,1070552.87106738,0.25
20.4,823928.00596987,261691.811473628,109300.684231213,1085619.8174435,0.25
20.6,837033.239710821,261845.995027378,109300.704783434,1098879.2347382,0.25
20.8,848704.951095831,261634.512878052,109300.722389881,1110339.46397388,0.25
21,859086.787791937,261103.554561282,109300.737439871,1120190.34235322,0.25
21.2,868172.57187738,260262.355799672,109300.750006325,1128434.92767705,0.25
21.4,876351.316928479,259211.663872726,109300.760880759,1135562.98080121,0.25
21.6,883759.989153183,257988.670876455,109300.770344566,1141748.66002964,0.25
21.8,890415.867908313,256603.001309986,109300.778451912,1147018.8692183,0.25
22,896408.772551871,255079.769302011,109300.78538207,1151488.54185388,0.25
22.2,901748.647569178,253428.005153611,109300.791168619,1155176.65272279,0.25
22.4,906638.408730731,251692.763329471,109300.796176033,1158331.1720602,0.25
22.6,911149.646613771,249891.055984899,109300.800533887,1161040.70259867,0.25
22.8,915293.785034596,248028.920373397,109300.804267123,1163322.70540799,0.25
23,919116.608840788,246118.075215622,109300.807458292,1165234.68405641,0.25
23.2,922624.214537208,244164.805675287,109300.810122857,1166789.02021249,0.25
23.4,925914.842026339,242186.321409245,109300.812428649,1168101.16343558,0.25
23.6,929022.917895761,240189.504932529,109300.814435335,1169212.42282829,0.25
23.8,931953.611103144,238178.042414685,109300.816154399,1170131.65351783,0.25
24,934728.612225013,236157.10328981,109300.817624213,1170885.71551482,0.25
24.2,937349.28062714,234131.075196802,109300.818851129,1171480.35582394,0.25
24.4,939862.858005576,232104.786806372,109300.819912846,1171967.64481195,0.25
24.6,942285.540414799,230080.579956911,109300.820836838,1172366.12037171,0.25
24.8,944618.954947517,228060.948606027,109300.821628392,1172679.90355354,0.25
25,946872.922981442,226048.088707283,109300.822305177,1172921.01168872,0.25
