time,S,R,F,T,dose_u1
5.4,631143.843356281,76025.90718587,95318.660859211,707169.750542151,1
5.6,645014.538959454,78635.004738582,97115.4887447767,723649.543698036,1
5.8,656586.718557226,81167.9144775221,98709.0138336334,737754.633034748,1
6,665934.684202315,83632.9297562764,100113.862603042,749567.613958592,1
6.2,672863.163134165,86034.0490052773,101322.354263826,758897.212139442,1
6.4,677982.185250477,88396.1165638775,102389.649330547,766378.301814354,1
6.6,681494.620462868,90730.1378605698,103334.758745434,772224.758323438,1
6.8,683366.637032855,93043.9901623817,104158.270815734,776410.627195237,1
7,683728.62943232,95349.6980671824,104872.811712152,779078.327499502,1
7.2,682529.034046499,97663.0514921532,105478.101280449,780192.085538652,1
7.4,680207.914161955,99995.2695188094,106007.017594089,780203.183680764,1
7.6,676919.333388893,102354.215379445,106471.14827909,779273.548768338,1
7.8,672668.208060005,104752.362363589,106871.972646055,777420.570423593,1
8,667552.089376173,107200.572609349,107217.02705158,774752.661985522,0.75
8.2,684658.035863318,110319.392341233,107507.100550172,794977.428204551,0.75
8.4,699588.493286196,113280.620359339,107759.265457713,812869.113645535,0.75
8.6,712536.705711889,116101.481267451,107979.571457207,828638.18697934,0.75
8.8,723415.983482678,118780.218831248,108169.012720624,842196.202313926,0.75
9,732355.255709771,121331.281662694,108331.518819803,853686.537372465,0.75
9.2,739250.292922334,123756.551269652,108467.600156058,863006.844191986,0.75
9.4,744657.972339323,126097.617387788,108585.608570162,870755.589727111,0.75
9.6,748768.454413232,128370.608679661,108688.493752051,877139.063092893,0.75
9.8,751576.549929081,130581.895798207,108776.78623793,882158.445727288,0.75
10,753205.207874459,132745.242316691,108852.373853505,885950.45019115,0.75
10.2,753634.686729307,134871.72003295,108915.580158437,888506.406762257,0.75
10.4,753214.295856747,136981.670499042,108970.329607427,890195.96635579,0.75
10.6,752065.999628083,139084.725638168,109018.016571238,891150.725266252,0.75
10.8,750198.238512964,141189.594948398,109058.901444149,891387.833461362,0.75
11,747687.57728397,143306.049485049,109093.874443984,890993.626769019,0.75
11.2,744530.34456755,145448.459514561,109123.095881686,889978.804082111,0.75
11.4,740918.162083142,147620.556066713,109148.394201686,888538.718149855,0.75
11.6,736917.920168344,149826.674013682,109170.419267791,886744.594182026,0.75
11.8,732534.927397743,152076.442730944,109189.294465313,884611.370128687,0.75
12,727809.807827549,154376.61906316,109205.434217678,882186.426890709,0.5
12.2,750867.963941005,157421.00439082,109218.914780496,908288.968331825,0.5
12.4,771600.48237668,160095.046422496,109230.582669494,931695.528799176,0.5
12.6,790210.670960339,162438.719592602,109240.738796066,952649.390552941,0.5
12.8,806607.225577102,164445.13341241,109249.440720708,971052.358989512,0.5
13,820934.702247588,166143.122546741,109256.882043782,987077.824794329,0.5
13.2,833096.247032737,167525.851490729,109263.094527674,1000622.09852347,0.5
13.4,843693.706433868,168686.375411096,109268.471041217,1012380.08184496,0.5
13.6,852934.521560757,169657.942941085,109273.150495378,1022592.46450184,0.5
13.8,860822.64470787,170445.08603152,109277.159552799,1031267.73073939,0.5
14,867496.836491795,171070.754057427,109280.586729783,1038567.59054922,0.5
14.2,872952.561071373,171539.463587726,109283.448544885,1044492.0246591,0.5
14.4,877555.765218196,171902.151167874,109285.925137421,1049457.91638607,0.5
14.6,881435.413670269,172177.587858394,109288.080547742,1053613.00152866,0.5
14.8,884607.486720941,172370.737159175,109289.92708702,1056978.22388012,0.5
15,887155.558228047,172494.573203057,109291.505558213,1059650.1314311,0.5
15.2,889087.276054424,172554.298552931,109292.823591207,1061641.57460736,0.5
15.4,890592.959567554,172573.013930223,109293.964179517,1063165.97349778,0.5
15.6,891739.757148837,172559.580305447,109294.956828126,1064299.33745428,0.5
15.8,892537.743996122,172517.608663882,109295.807213173,1065055.35266,0.5
16,893029.512012091,172453.537958324,109296.534132625,1065483.04997041,0.5
16.2,893219.592852808,172371.697007532,109297.14110484,1065591.28986034,0.5
16.4,893201.203227137,172280.621462446,109297.666355585,1065481.82468958,0.5
16.6,893007.016074579,172183.962659033,109298.123474569,1065190.97873361,0.5
16.8,892641.562405293,172084.355186397,109298.515077031,1064725.91759169,0.5
17,892125.296995071,171984.890653736,109298.849902474,1064110.18764881,0.25
17.2,907778.914346812,172402.777731011,109299.129397443,1080181.69207782,0.25
17.4,921692.404619485,172546.596678978,109299.371260572,1094239.00129846,0.25
17.6,934101.486207078,172459.46468303,109299.581750047,1106560.95089011,0.25
17.8,945016.78658505,172148.898017736,109299.762070395,1117165.68460279,0.25
18,954599.087339782,171644.42799683,109299.916208639,1126243.51533661,0.25
18.2,962853.967138797,170953.103164343,109300.044911486,1133807.07030314,0.25
18.4,970187.50821474,170136.528259121,109300.156285229,1140324.03647386,0.25
18.6,976743.761387498,169217.529913662,109300.253211761,1145961.29130116,0.25
18.8,982544.969396243,168202.427340959,109300.336245806,1150747.3967372,0.25
19,987685.672261984,167106.638571562,109300.407223379,1154792.31083355,0.25
19.2,992180.754161656,165936.155605065,109300.466488366,1158116.90976672,0.25
19.4,996234.108014992,164717.65011178,109300.517773605,1160951.75812677,0.25
19.6,999918.154216453,163461.252290646,109300.562406171,1163379.4065071,0.25
19.8,1003246.22701205,162170.783614325,109300.600641514,1165417.01062637,0.25
20,1006264.84308299,160853.260638052,109300.633325093,1167118.10372105,0.25
20.2,1008982.37406979,159512.729359373,109300.660615269,1168495.10342916,0.25
20.4,1011494.37090189,158158.972587797,109300.684230941,1169653.34348969,0.25
20.6,1013834.60625612,156795.965202826,109300.704783202,1170630.57145895,0.25
20.8,1016009.15952501,155426.028056878,109300.722389683,1171435.18758188,0.25
21,1018039.52362099,154052.202302341,109300.737443367,1172091.72592333,0.25
21.2,1019928.44153088,152677.313985725,109300.750009328,1172605.7555166,0.25
21.4,1021720.28329033,151303.805256284,109300.760883334,1173024.08854662,0.25
21.6,1023430.45718534,149932.95408421,109300.770346768,1173363.41126955,0.25
21.8,1025061.19939635,148566.346619304,109300.778453795,1173627.54601566,0.25
22,1026622.04879137,147205.258071694,109300.785385369,1173827.30686307,0.25
22.2,1028113.27955529,145851.956098849,109300.791171451,1173965.23565414,0.25
22.4,1029553.77407541,144506.214645788,109300.796145584,1174059.9887212,0.25
22.6,1030949.03860336,143168.718501232,109300.800415546,1174117.75710459,0.25
22.8,1032304.1856782,141839.985134195,109300.804080873,1174144.1708124,0.25
23,1033623.58826389,140520.428570629,109300.807227177,1174144.01683452,0.25
23.2,1034910.71773298,139210.460251905,109300.809924426,1174121.17798488,0.25
23.4,1036169.2849767,137910.188604858,109300.812243175,1174079.47358156,0.25
23.6,1037401.73502381,136619.88954474,109300.814233667,1174021.62456855,0.25
23.8,1038610.38494688,135339.717544056,109300.815942301,1173950.10249094,0.25
24,1039797.22394625,134069.783071836,109300.817408986,1173867.00701808,0
24.2,1043176.35561373,132955.270346863,109300.81866634,1176131.6259606,0
24.4,1046248.73127265,131819.2622324,109300.819754395,1178067.99350505,0
24.6,1049065.68538194,130667.018046782,109300.820701309,1179732.70342873,0
24.8,1051637.36218315,129501.012313685,109300.8215125,1181138.37449683,0
25,1053996.55021031,128325.024289576,109300.822205906,1182321.57449988,0
