time,S,R,F,T,dose_u1
5.4,610148.484175038,75214.949346725,95318.660859211,685363.433521763,1.25
5.6,614025.557082006,77484.0494085329,97115.4887447767,691509.606490539,1.25
5.8,616063.491050597,79728.6912814524,98709.0138336334,695792.18233205,1.25
6,616385.61243792,81959.3077401674,100113.862603042,698344.920178088,1
6.2,627779.918359381,84774.9699545036,101322.354263826,712554.888313885,1
6.4,637127.483322541,87534.76871699,102389.649330547,724662.252039531,1
6.6,644616.623097107,90248.7156737313,103334.758745434,734865.338770838,1
6.8,650169.666513539,92921.6791375348,104158.270815734,743091.345651074,1
7,653908.052330622,95565.1592786145,104872.943825595,749473.211609236,0.75
7.2,675847.047342092,98663.4631718186,105478.215962954,774510.510513911,0.75
7.4,695420.152873467,101587.120205385,106007.116890188,797007.273078852,0.75
7.6,712783.061824251,104350.803756347,106471.23395768,817133.865580598,0.75
7.8,727789.146588664,106948.010442017,106872.046466778,834737.157030681,0.75
8,740541.572877187,109391.060940407,107217.164879723,849932.633817594,1
8.2,725746.934076528,111090.00856599,107507.219498247,836836.942642518,1
8.4,711434.998931353,112933.293553008,107759.367916673,824368.292484362,1
8.6,697521.327945678,114913.321241876,107979.659453607,812434.649187554,1
8.8,683986.792789852,117044.024338576,108169.088233171,801030.817128428,1
9,670778.16231799,119327.365933165,108331.583587918,790105.528251155,0.75
9.2,683660.671244215,122535.630573311,108467.655898054,806196.301817526,0.75
9.4,694624.009543571,125608.97743877,108585.656468055,820232.986982342,0.75
9.6,703868.019638974,128565.232888657,108688.534798706,832433.252527631,0.75
9.8,711343.598734799,131406.176704899,108776.821394762,842749.775439699,0.75
10,717181.179148175,134146.818604907,108852.403960298,851327.997753082,0.5
10.2,744771.370872155,137289.427849159,108915.606036202,882060.798721315,0.5
10.4,769820.32067218,140060.388364571,108970.351818392,909880.709036751,0.5
10.6,792497.904347235,142494.369893492,109018.035585748,934992.274240727,0.5
10.8,812654.832395642,144579.346144885,109058.917715932,957234.178540527,0.5
11,830414.997655746,146340.795827178,109093.896787989,976755.793482924,0.75
11.2,816804.830765282,147219.089946382,109123.115075636,964023.920711665,0.75
11.4,804147.293189175,148270.843378907,109148.410667255,952418.136568082,0.75
11.6,792265.726746733,149476.690226756,109170.433357083,941742.41697349,0.75
11.8,781113.566369662,150841.957569684,109189.306517408,931955.523939346,0.75
12,770580.383552525,152358.518551118,109205.444527246,922938.902103642,0.5
12.2,790098.416108296,154689.323325311,109218.923634185,944787.739433607,0.5
12.4,807458.543087632,156705.168439486,109230.590262806,964163.711527118,0.5
12.6,822889.318033308,158445.142820585,109240.74529211,981334.460853893,0.5
12.8,836343.757735579,159908.206837929,109249.446276435,996251.964573507,0.5
13,847980.062562561,161121.910543035,109256.884987436,1009101.9731056,0.25
13.2,869830.975346779,162463.326198186,109263.097055315,1032294.30154497,0.25
13.4,889395.574547413,163437.231546647,109268.47320879,1052832.80609406,0.25
13.6,906934.213064998,164094.536527354,109273.152349541,1071028.74959235,0.25
13.8,922416.698773102,164439.097415223,109277.16113843,1086855.79618832,0.25
14,936027.217297898,164506.619782245,109280.588085842,1100533.83708014,0
14.2,948927.690802258,164407.669623535,109283.44970923,1113335.36042579,0
14.4,960366.792048294,164102.272929155,109285.926135851,1124469.06497745,0
14.6,970557.475025054,163625.094804711,109288.08140177,1134182.56982977,0
14.8,979522.025380913,162983.798366897,109289.927817332,1142505.82374781,0
15,987403.626920468,162201.932207655,109291.506182768,1149605.55912812,0
15.2,994217.746357671,161286.63294355,109292.82412745,1155504.37930122,0
15.4,1000297.13251223,160283.201035784,109293.964639337,1160580.33354801,0
15.6,1005760.14499217,159208.551799134,109294.957221434,1164968.69679131,0
15.8,1010627.53432188,158067.966892838,109295.8075495,1168695.50121472,0
16,1014976.41994421,156872.91684806,109296.534420243,1171849.33679227,0
16.2,1018820.89181888,155628.568351471,109297.141351786,1174449.46017036,0
16.4,1022321.54509573,154353.359539217,109297.666567335,1176674.90463495,0
16.6,1025535.43906516,153054.418590913,109298.123655688,1178589.85765607,0
16.8,1028473.51177194,151734.850206279,109298.515231908,1180208.36197822,0
17,1031172.23746723,150399.702686071,109298.849953371,1181571.9401533,0
17.2,1033638.41974058,149052.444504009,109299.129441143,1182690.86424459,0
17.4,1035945.96910236,147699.194149854,109299.371298043,1183645.16325221,0
17.6,1038120.9661944,146342.581200799,109299.581782098,1184463.54739519,0
17.8,1040168.06721139,144984.54787417,109299.762097802,1185152.61508556,0
18,1042103.76897981,143627.243144074,109299.916269629,1185731.01212389,0
18.2,1043929.9983282,142273.184280215,109300.044963851,1186203.18260842,0
18.4,1045677.67859581,140923.56318127,109300.155598865,1186601.24177708,0
18.6,1047356.31766961,139579.550254509,109300.250571853,1186935.86792412,0
18.8,1048974.6666529,138242.098863795,109300.332096569,1187216.7655167,0
19,1050540.19410326,136911.9885668,109300.402077204,1187452.18267006,0
19.2,1052058.87958957,135589.926622149,109300.46206995,1187648.80621172,0
19.4,1053536.89180861,134276.309037154,109300.513644069,1187813.20084576,0
19.6,1054978.42910062,132971.615852207,109300.557917064,1187950.04495283,0
19.8,1056387.39802463,131676.184467615,109300.595920927,1188063.58249225,0
20,1057767.13634119,130390.278910573,109300.628543335,1188157.41525176,0
20.2,1059120.27452694,129114.186908049,109300.656509738,1188234.46143499,0
20.4,1060449.67288851,127847.907959103,109300.680551675,1188297.58084762,0
20.6,1061757.17701506,126591.634218126,109300.701190091,1188348.81123318,0
20.8,1063044.54987099,125345.449097039,109300.718906064,1188389.99896803,0
21,1064313.30491777,124109.404896975,109300.734113401,1188422.70981474,0
21.2,1065564.59699333,122883.615335319,109300.747150279,1188448.21232865,0
21.4,1066799.82432257,121667.922782684,109300.758357718,1188467.74710525,0
21.6,1068019.79859209,120462.400435849,109300.767978562,1188482.19902794,0
21.8,1069225.33980867,119267.029125562,109300.776237073,1188492.36893424,0
22,1070417.15938099,118081.776188955,109300.783326152,1188498.93556994,0
22.2,1071595.76543145,116906.683731796,109300.789403446,1188502.44916325,0
22.4,1072761.90957561,115741.536318016,109300.794627924,1188503.44589363,0
22.6,1073915.95089141,114586.358412722,109300.799112792,1188502.30930413,0
22.8,1075058.29484503,113441.091017036,109300.802962593,1188499.38586207,0
23,1076189.30007442,112305.668959056,109300.806267249,1188494.96903348,0
23.2,1077309.19194679,111180.105161144,109300.809100249,1188489.29710794,0
23.4,1078418.43342829,110064.167172949,109300.8115357,1188482.60060124,0
23.6,1079517.18574201,108957.859768912,109300.813626373,1188475.04551092,0
23.8,1080605.6712899,107861.109948627,109300.815421002,1188466.78123853,0
24,1081684.09262099,106773.841585151,109300.816961505,1188457.93420614,0
24.2,1082752.55153921,105696.055923607,109300.81828214,1188448.60746282,0
24.4,1083811.37911431,104627.520014089,109300.819417454,1188438.8991284,0
24.6,1084861.76333436,103567.146858302,109300.820408424,1188428.91019266,0
24.8,1085903.06608075,102515.605474846,109300.82126189,1188418.67155559,0
25,1086935.05405894,101473.173356289,109300.821991812,1188408.22741523,0
