time,S,R,F,T,dose_u1
5.4,610148.484175038,75214.949346725,95318.660859211,685363.433521763,1.25
5.6,614025.557082006,77484.0494085329,97115.4887447767,691509.606490539,1.25
5.8,616063.491050597,79728.6912814524,98709.0138336334,695792.18233205,1.25
6,616385.61243792,81959.3077401674,100113.862603042,698344.920178088,1
6.2,627779.918359381,84774.9699545036,101322.354263826,712554.888313885,1
6.4,637127.483322541,87534.76871699,102389.649330547,724662.252039531,1
6.6,644616.623097107,90248.7156737313,103334.758745434,734865.338770838,1
6.8,650169.666513539,92921.6791375348,104158.270815734,743091.345651074,1
7,653908.052330622,95565.1592786145,104872.943825595,749473.211609236,1.25
7.2,640238.650753009,97409.5112537073,105478.215962954,737648.162006716,1.25
7.4,626587.168362368,99358.6776923792,106007.116890188,725945.846054747,1.25
7.6,612958.423362186,101410.769144946,106471.23395768,714369.192507131,1.25
7.8,599359.810997339,103579.955734501,106872.046466778,702939.76673184,1.25
8,585797.007663635,105871.397088397,107217.164879723,691668.404752032,1
8.2,588157.853057416,109318.180867898,107507.219498247,697476.033925314,1
8.4,589124.30599462,112778.627353853,107759.367916673,701902.933348472,1
8.6,588866.871698298,116261.305434159,107979.659453607,705128.177132457,1
8.8,587372.008172822,119779.343958071,108169.088233171,707151.352130894,1
9,584747.772883835,123345.33931452,108331.54617272,708093.112198356,0.75
9.2,603941.487654345,127791.753199566,108467.62369706,731733.240853911,0.75
9.4,621018.501787369,132056.811783216,108585.628798437,753075.313570585,0.75
9.6,636118.346543844,136153.656495603,108688.511086907,772272.003039447,0.75
9.8,649107.727382124,140073.694507528,108776.801085391,789181.421889652,0.75
10,660074.303144757,143828.621797737,108852.404515244,803902.924942495,1
10.2,640987.887256175,146413.708256039,108915.606513197,787401.595512214,1
10.4,622952.099665282,149248.237673041,108970.3522278,772200.337338323,1
10.6,605784.250834817,152314.215209404,109018.035936237,758098.466044221,1
10.8,589445.59154887,155630.080984407,109058.918015865,745075.672533278,1
11,573825.467347312,159193.743616276,109093.888624633,733019.210963588,0.75
11.2,585851.304145432,164312.592657647,109123.108063148,750163.896803079,0.75
11.4,596119.142140488,169273.540631177,109148.404651577,765392.682771664,0.75
11.6,604794.477598321,174093.772282266,109170.428209575,778888.249880588,0.75
11.8,611813.895949699,178771.931581521,109189.302114188,790585.82753122,0.75
12,617283.175163718,183323.413870536,109205.444671361,800606.589034255,1
12.2,590275.593358267,186198.820816166,109218.923757948,776474.414174433,1
12.4,565542.077866613,189513.240674893,109230.590368952,755055.318541507,1
12.6,542658.583932006,193220.143906912,109240.745382916,735878.727838918,1
12.8,521518.492372889,197335.778778682,109249.446354097,718854.271151572,1
13,501871.684475568,201841.938423872,109256.885053859,703713.622899441,0.75
13.2,511343.454261521,208739.277172538,109263.09711235,720082.731434059,0.75
13.4,519282.884125369,215473.900468176,109268.473257701,734756.784593545,0.75
13.6,525834.205868541,222061.513439147,109273.152391379,747895.719307688,0.75
13.8,530941.097669434,228498.802054616,109277.16117421,759439.89972405,0.75
14,534693.701511469,234800.198323535,109280.58895043,769493.899835003,1
14.2,505951.443722074,238555.260211519,109283.458320682,744506.703933593,1
14.4,479834.792483011,242881.13541325,109285.945931802,722715.927896261,1
14.6,455951.696393334,247731.668690999,109288.100248268,703683.365084332,1
14.8,434113.819056403,253102.6522942,109289.943773893,687216.471350604,1
15,414024.52036839,258957.145784013,109291.518888929,672981.666152403,0.75
15.2,421874.993057548,268330.066372383,109292.835036976,690205.059429931,0.75
15.4,428374.632245205,277497.287461006,109293.973994074,705871.919706211,0.75
15.6,433645.717908272,286471.957723581,109294.965223023,720117.675631853,0.75
15.8,437633.522351317,295242.234442496,109295.814391851,732875.756793812,0.75
16,440413.501542502,303819.084325275,109296.540448461,744232.585867777,1
16.2,412748.968556906,308493.94376055,109297.149420507,721242.912317456,1
16.4,387751.16116333,313826.366521782,109297.677856235,701577.527685112,1
16.6,365102.947040469,319765.715344352,109298.133849055,684868.662384821,1
16.8,344569.222299249,326275.877494769,109298.523876308,670845.099794018,1
17,325850.475481776,333295.46375066,109298.857114161,659145.939232437,0.75
17.2,332205.474153623,345341.443277704,109299.135589295,677546.917431327,0.75
17.4,337401.600040861,357072.393368171,109299.376569897,694473.993409032,0.75
17.6,341543.370751993,368501.22810447,109299.586291321,710044.598856463,0.75
17.8,344583.970982512,379600.374723695,109299.765953699,724184.345706207,0.75
18,346589.057982395,390376.41987339,109299.919566924,736965.477855784,1
18.2,321785.049930008,395292.033970346,109300.048647352,717077.083900353,1
18.4,299564.477372006,400888.286166058,109300.160690951,700452.763538064,1
18.6,279677.44896543,407098.205998875,109300.257107931,686775.654964304,1
18.8,261862.252384471,413845.100912691,109300.339554301,675707.353297162,1
19,245830.080739162,421039.344834161,109300.40999897,666869.425573323,0.75
19.2,251065.489769703,435145.876650522,109300.46887144,686211.366420225,0.75
19.4,255340.941018835,448739.209297244,109300.519817012,704080.150316079,0.75
19.6,258746.401881128,461841.123385714,109300.564153972,720587.525266842,0.75
19.8,261247.381970524,474405.532934146,109300.602136078,735652.914904671,0.75
20,262902.751155935,486440.028530087,109300.6346111,749342.779686022,1
20.2,242121.03538656,490111.358339265,109300.661946165,732232.393725825,1
20.4,223754.075226921,494439.243867557,109300.685672613,718193.319094478,1
20.6,207596.196971822,499334.28185745,109300.706045527,706930.478829272,1
20.8,193367.2222913,504683.074785647,109300.723462663,698050.297076947,1
21,180788.99505175,510374.460008346,109300.738345507,691163.455060096,0.75
21.2,185575.944174159,525144.177852653,109300.750783888,710720.122026813,0.75
21.4,189572.796213196,539154.66285788,109300.761547493,728727.459071076,0.75
21.6,192856.723594388,552450.526888501,109300.770914848,745307.25048289,0.75
21.8,195403.088251532,564975.819299174,109300.778939566,760378.907550705,0.75
22,197263.26428072,576751.019149666,109300.785799094,774014.283430386,1
22.2,180729.871694767,577451.624872018,109300.791584015,758181.496566785,1
22.4,166385.228584213,578824.541656393,109300.79660197,745209.770240606,1
22.6,154032.224213683,580760.590981728,109300.800904614,734792.815195411,1
22.8,143382.484725565,583122.975095751,109300.804582449,726505.459821316,1
23,134167.808898563,585789.398034937,109300.807725514,719957.2069335,0.75
23.2,139076.931151599,599807.606292533,109300.810356026,738884.537444132,0.75
23.4,143304.289528918,612874.107247253,109300.81263446,756178.39677617,0.75
23.6,146902.129001221,625041.298724314,109300.81461246,771943.427725536,0.75
23.8,149859.351834165,636270.604244102,109300.816305858,786129.956078267,0.75
24,152224.167929122,646607.545401961,109300.817753274,798831.713331083,1
24.2,139171.097642408,643383.075166246,109300.818975779,782554.172808654,1
24.4,128085.517772032,640954.843944928,109300.820035164,769040.36171696,1
24.6,118759.067460163,639197.440915096,109300.820942755,757956.508375259,1
24.8,110905.577821621,637959.30924648,109300.821718182,748864.887068101,1
25,104258.504292084,637102.996902471,109300.822381264,741361.501194555,1
