time,S,R,F,T,dose_u1
5.4,610148.484175038,75214.949346725,95318.660859211,685363.433521763,1.25
5.6,614025.557082006,77484.0494085329,97115.4887447767,691509.606490539,1.25
5.8,616063.491050597,79728.6912814524,98709.0138336334,695792.18233205,1.25
6,616385.61243792,81959.3077401674,100113.862603042,698344.920178088,1
6.2,627779.918359381,84774.9699545036,101322.354263826,712554.888313885,1
6.4,637127.483322541,87534.76871699,102389.649330547,724662.252039531,1
6.6,644616.623097107,90248.7156737313,103334.758745434,734865.338770838,1
6.8,650169.666513539,92921.6791375348,104158.270815734,743091.345651074,1
7,653908.052330622,95565.1592786145,104872.943825595,749473.211609236,0.75
7.2,675847.047342092,98663.4631718186,105478.215962954,774510.510513911,0.75
7.4,695420.152873467,101587.120205385,106007.116890188,797007.273078852,0.75
7.6,712783.061824251,104350.803756347,106471.23395768,817133.865580598,0.75
7.8,727789.146588664,106948.010442017,106872.046466778,834737.157030681,0.75
8,740541.572877187,109391.060940407,107217.164879723,849932.633817594,0.5
8.2,770410.117544522,111996.09397071,107507.219498247,882406.211515231,0.5
8.4,797588.562731031,114279.264035878,107759.367916673,911867.82676691,0.5
8.6,822238.584799363,116269.764760918,107979.659453607,938508.34956028,0.5
8.8,844185.501427274,117956.477933821,108169.088233171,962141.979361096,0.5
9,863549.746584761,119361.10661576,108331.583587918,982910.853200521,0.25
9.2,888768.493000673,120667.448453699,108467.655898054,1009435.94145437,0.25
9.4,911394.50774115,121664.535396442,108585.656468055,1033059.04313759,0.25
9.6,931695.507497444,122392.550179272,108688.534798706,1054088.05767672,0.25
9.8,949612.440044776,122852.350571848,108776.821394762,1072464.79061662,0.25
10,965338.753931032,123072.504696567,108852.403960298,1088411.2586276,0
10.2,979703.420664835,123111.647922809,108915.606036202,1102815.06858764,0
10.4,992392.026381848,122976.412829133,108970.351818392,1115368.43921098,0
10.6,1003643.91764325,122695.474292804,109018.035585748,1126339.39193606,0
10.8,1013480.65729818,122274.765555873,109058.917715932,1135755.42285405,0
11,1022064.51863526,121733.843697735,109093.888367976,1143798.36233299,0
11.2,1029411.04787244,121078.27257938,109123.107842675,1150489.32045182,0
11.4,1035905.01537775,120346.629376496,109148.404462445,1156251.64475425,0
11.6,1041683.5104924,119553.290027644,109170.428047738,1161236.80052004,0
11.8,1046770.60207026,118702.59035501,109189.301975751,1165473.19242527,0
12,1051256.06993974,117804.260397791,109205.440642235,1169060.33033753,0
12.2,1055156.90279863,116862.490616907,109218.920297801,1172019.39341554,0
12.4,1058659.87546264,115893.273037014,109230.587401378,1174553.14849966,0
12.6,1061831.55420614,114902.75160105,109240.74284417,1176734.30580719,0
12.8,1064685.2156236,113893.477527573,109249.44418284,1178578.69315118,0
13,1067263.64536002,112869.760855651,109256.883196826,1180133.40621567,0
13.2,1069575.67878034,111834.391504765,109263.095517764,1181410.0702851,0
13.4,1071706.76794903,110792.856863769,109268.471890266,1182499.6248128,0
13.6,1073687.23516886,109747.464490706,109273.151221663,1183434.69965957,0
13.8,1075523.01395891,108699.782798033,109277.160173899,1184222.79675694,0
14,1077233.46767233,107651.648210183,109280.588094982,1184885.11588251,0
14.2,1078821.67199416,106605.047753855,109283.449717079,1185426.71974802,0
14.4,1080322.91663392,105561.196875265,109285.909884959,1185884.11350919,0
14.6,1081748.3399271,104521.097272162,109288.02185994,1186269.43719927,0
14.8,1083108.14865384,103485.573241497,109289.83483642,1186593.72189534,0
15,1084411.04129673,102455.300505386,109291.391135853,1186866.34180212,0
15.2,1085664.01068075,101430.884489631,109292.725348008,1187094.89517038,0
15.4,1086874.14960436,100412.689884267,109293.872356893,1187286.83948862,0
15.6,1088046.36021786,99401.1281481829,109294.85700619,1187447.48836605,0
15.8,1089185.16420789,98396.4967022532,109295.702240339,1187581.66091014,0
16,1090294.41565103,97399.0303877166,109296.427796589,1187693.44603875,0
16.2,1091377.17938502,96408.9762600818,109297.049805704,1187786.15564511,0
16.4,1092436.67610303,95426.3591412938,109297.584534668,1187863.03524432,0
16.6,1093475.05157192,94451.3447116295,109298.043567974,1187926.39628355,0
16.8,1094494.31966147,93484.0132437901,109298.437604022,1187978.33290526,0
17,1095496.20203292,92524.4185673942,109298.775845431,1188020.62060031,0
17.2,1096482.03792902,91572.6593251356,109299.065813118,1188054.69725415,0
17.4,1097453.34465407,90628.6251542851,109299.315091298,1188081.96980835,0
17.6,1098411.06050583,89692.3803112398,109299.529080939,1188103.44081707,0
17.8,1099356.10052177,88763.9172577841,109299.712769782,1188120.01777955,0
18,1100289.25271416,87843.2170411856,109299.870448141,1188132.46975535,0
18.2,1101211.10251161,86930.3172753018,109300.005622277,1188141.41978691,0
18.4,1102122.89589262,86024.6947338498,109300.122595998,1188147.59062647,0
18.6,1103025.52195445,85125.9631281372,109300.224396098,1188151.48508258,0
18.8,1103918.4373303,84234.7950726398,109300.311605189,1188153.23240294,0
19,1104801.94006031,83351.2209005179,109300.386169762,1188153.16096082,0
19.2,1105674.93656517,82476.4299517274,109300.4484121,1188151.3665169,0
19.4,1106539.73575843,81608.6989384485,109300.502273807,1188148.43469688,0
19.6,1107396.93733096,80747.6398794678,109300.549148625,1188144.57721042,0
19.8,1108245.96227227,79893.891100842,109300.589304838,1188139.85337311,0
20,1109086.93344441,79047.4697528523,109300.623638741,1188134.40319726,0
20.2,1109918.76496684,78209.5099777191,109300.652298742,1188128.27494456,0
20.4,1110743.36410842,77378.342927994,109300.677099799,1188121.70703642,0
20.6,1111561.19706264,76553.590098984,109300.698683677,1188114.78716163,0
20.8,1112371.68451671,75735.8600722905,109300.717173913,1188107.544589,0
21,1113174.87447301,74925.1645349808,109300.732983215,1188100.039008,0
21.2,1113969.71106384,74122.5869953098,109300.746179923,1188092.29805915,0
21.4,1114757.88972249,73326.5229728047,109300.757599748,1188084.4126953,0
21.6,1115539.81036907,72536.6074928536,109300.767538199,1188076.41786192,0
21.8,1116314.90787606,71753.4219548948,109300.776052158,1188068.32983096,0
22,1117083.19835025,70976.975708555,109300.783331661,1188060.17405881,0
22.2,1117843.66430676,70208.3047619212,109300.789408176,1188051.96906868,0
22.4,1118597.87239354,69445.8710783675,109300.794666512,1188043.74347191,0
22.6,1119346.18544689,68689.3244062019,109300.799242739,1188035.50985309,0
22.8,1120088.05808715,67939.2206848575,109300.803163049,1188027.278772,0
23,1120823.49290996,67195.5681908081,109300.806514945,1188019.06110076,0
23.2,1121551.51324948,66459.3579218808,109300.809312917,1188010.87117137,0
23.4,1122273.59422396,65729.1172804937,109300.811734153,1188002.71150445,0
23.6,1122990.07447059,65004.5107948631,109300.813841307,1187994.58526545,0
23.8,1123700.4301242,64286.0702924919,109300.815646439,1187986.50041669,0
24,1124404.65813084,63573.8034877981,109300.817189842,1187978.46161863,0
24.2,1125101.82259047,62868.6585375466,109300.818478187,1187970.48112802,0
24.4,1125793.32467117,62169.2261230727,109300.819593061,1187962.55079424,0
24.6,1126479.48470009,61475.1851712397,109300.820563314,1187954.66987133,0
24.8,1127159.80049704,60787.0445626078,109300.821394499,1187946.84505965,0
25,1127834.26671817,60104.8116564061,109300.822105168,1187939.07837457,0
