time,S,R,F,T,dose_u1
5.2,451103.082447049,68701.8605083154,93330.617361836,519804.942955365,1.5
5.4,462362.15440565,71454.5862417137,95323.4793978274,533816.740647363,1.5
5.6,471810.765224952,74147.1054731635,97119.7672850424,545957.870698116,1.5
5.8,479284.053020352,76774.8665196342,98712.7941586218,556058.919539986,1.5
6,484821.42472028,79341.451127738,100117.188394853,564162.875848018,0
6.2,533085.308015765,83992.1536542292,101325.275882977,617077.461669995,0
6.4,580832.858170994,88401.0802303297,102392.206008119,669233.938401323,0
6.6,627515.218544678,92534.0162694664,103336.986197643,720049.234814144,0
6.8,672475.411220834,96322.5527557275,104160.20618957,768797.963976561,0
7,715213.723965376,99733.0774485245,104874.217578122,814946.801413901,1.5
7.2,683541.652392362,99818.8626189476,105479.321655679,783360.51501131,1.5
7.4,654417.832645553,100134.196239932,106008.074235873,754552.028885485,1.5
7.6,627361.853045377,100646.894870801,106472.06001141,728008.747916178,1.5
7.8,602251.434048513,101357.320503647,106872.758194285,703608.754552161,1.5
8,578807.087526866,102249.329826127,107217.703184918,681056.417352993,0
8.2,624642.816074299,106844.397068963,107507.684064588,731487.213143261,0
8.4,668652.089891857,111049.00761611,107759.76808248,779701.097507967,0
8.6,710529.52784162,114856.452110839,107980.00313392,825385.97995246,0
8.8,749729.738819427,118210.214503105,108169.383156152,867939.953322532,0
9,785994.690312281,121103.099064972,108331.83654715,907097.789377253,1.5
9.2,721390.006660892,119105.487608963,108469.374377242,840495.494269855,1.5
9.4,665901.507862166,117782.937530147,108588.839231384,783684.445392312,1.5
9.6,618140.255291436,117052.38080246,108691.407283905,735192.636093896,1.5
9.8,576562.650120711,116825.836353882,108779.196443217,693388.486474593,1.5
10,539879.891402228,116986.842090415,108854.378744128,656866.733492643,0
10.2,585597.572171502,122599.638436816,108917.303422788,708197.210608318,0
10.4,629774.104627325,127777.796542826,108971.808687492,757551.901170151,0
10.6,672057.28708761,132505.303818743,109019.282789434,804562.590906352,0
10.8,711885.304981937,136709.985049976,109059.985016268,848595.290031912,0
11,748953.341179542,140375.897382146,109094.810053835,889329.238561688,1.5
11.2,670268.510929545,137177.783065462,109124.324807658,807446.293995007,1.5
11.4,604594.962747117,134987.200156006,109149.838246996,739582.162903122,1.5
11.6,549514.435599418,133637.926732542,109171.684218536,683152.36233196,1.5
11.8,502666.883798096,132960.500990826,109190.356316279,635627.384788922,1.5
12,462222.869177657,132825.957111098,109206.329637093,595048.826288755,0
12.2,507580.837012182,140205.204893058,109219.683751195,647786.04190524,0
12.4,552137.091008497,147146.642528993,109231.242171893,699283.73353749,0
12.6,595432.787463518,153606.082271358,109241.302996862,749038.869734876,0
12.8,636876.768497536,159479.727012774,109249.923251766,796356.495510309,0
13,676052.617317273,164724.068522069,109257.292934729,840776.685839342,1.5
13.2,592615.686073809,160409.941358322,109263.548317979,753025.62743213,1.5
13.4,524230.409967345,157388.878684537,109268.943829373,681619.288651882,1.5
13.6,467822.826427482,155412.649592092,109273.560853801,623235.476019574,1.5
13.8,420620.321645462,154250.631129028,109277.506052112,574870.95277449,1.5
14,380528.044805765,153725.113274652,109280.880321496,534253.158080417,0
14.2,423776.586291754,163437.718821393,109283.700629805,587214.305113147,0
14.4,466998.028891709,172745.140899227,109286.14130112,639743.169790936,0
14.6,509675.993498376,181564.93254069,109288.265447586,691240.926039066,0
14.8,551250.726701216,189754.643541499,109290.084668884,741005.370242715,0
15,591234.757703809,197231.227087713,109291.639006071,788465.984791521,1.5
15.2,508191.453849119,191423.333269331,109292.960978064,699614.78711845,1.5
15.4,441200.126051165,187208.76935335,109294.099778834,628408.895404515,1.5
15.6,386799.76854238,184247.379725903,109295.074022513,571047.148268283,1.5
15.8,342005.531248855,182238.876558867,109295.906476005,524244.407807723,1.5
16,304592.818430396,180953.261102366,109296.618445533,485546.079532762,0
16.2,344200.479187701,193520.778837962,109297.213495105,537721.258025663,0
16.4,384388.041093262,205744.965249197,109297.728428352,590133.006342458,0
16.6,424645.123742918,217499.786198543,109298.176568079,642144.909941462,0
16.8,464488.282852985,228600.538633151,109298.560365627,693088.821486136,0
17,503418.968116162,238916.617143427,109298.88827294,742335.585259588,1.5
17.2,424349.130157424,230901.721368558,109299.167380338,655250.851525982,1.5
17.4,361604.03994013,224820.920684425,109299.407612287,586424.960624555,1.5
17.6,311526.270384357,220226.450505058,109299.613090832,531752.720889414,1.5
17.8,271037.490048146,216735.443393976,109299.788666747,487772.933442122,1.5
18,237865.035779041,214059.013673571,109299.938833593,451924.049452612,0
18.2,272973.546486173,229880.278496336,109300.064604224,502853.824982509,0
18.4,309031.30403653,245443.145953353,109300.173593664,554474.449989883,0
18.6,345600.45886281,260560.483536136,109300.268087816,606160.942398946,0
18.8,382283.346190374,275013.105330662,109300.34893124,657296.451521037,0
19,418611.001431325,288620.033894743,109300.4180142,707231.035326068,1.5
19.2,346013.281511515,277381.477741217,109300.476853793,623394.759252732,1.5
19.4,289472.324835295,268479.135060127,109300.527463809,557951.459895422,1.5
19.6,245248.549828721,261339.953616642,109300.570745264,506588.503445362,1.5
19.8,210248.963704987,255486.967310716,109300.607729257,465735.931015703,1.5
20,182209.808147184,250567.774099574,109300.63936118,432777.582246758,0
20.2,212744.80223737,269744.452832417,109300.665935843,482489.255069787,0
20.4,244384.38398026,288740.002329843,109300.688998646,533124.386310103,0
20.6,276812.716110948,307312.516806639,109300.708885463,584125.232917587,0
20.8,309681.071131883,325206.954895449,109300.725894034,634888.026027332,0
21,342583.682190346,342198.129258409,109300.740426113,684781.811448755,1.5
21.2,277702.753562729,326559.939203904,109300.752808994,604262.692766633,1.5
21.4,228264.51475763,313749.596581241,109300.763453504,542014.111338871,1.5
21.6,190496.466081219,303053.053702692,109300.77255548,493549.519783912,1.5
21.8,161335.813388709,293891.223993521,109300.780333331,455227.03738223,1.5
22,138559.668618018,285844.931068976,109300.786985932,424404.599686993,0
22.2,165113.251710193,308066.248471828,109300.792587435,473179.500182021,0
22.4,192812.612816428,330156.529897943,109300.797449669,522969.142714372,0
22.6,221435.530787759,351837.894088695,109300.801629045,573273.424876454,0
22.8,250681.24281018,372821.857289217,109300.80520244,623503.100099397,0
23,280199.532553892,392843.163752241,109300.808255761,673042.696306134,1.5
23.2,222833.846877851,371820.038441729,109300.810859051,594653.88531958,1.5
23.4,180199.102821205,354231.312041053,109300.813095667,534430.414862257,1.5
23.6,148483.205182347,339208.488143953,109300.815007971,487691.6933263,1.5
23.8,124658.51861532,326063.185652098,109300.816642133,450721.704267418,1.5
24,106560.953672642,314306.76956901,109300.818039893,420867.723241652,0
24.2,130069.890934677,338911.340709384,109300.81921899,468981.231644061,0
24.4,154727.119351076,363418.775009005,109300.820242091,518145.89436008,0
24.6,180371.445620262,387526.440360774,109300.821119746,567897.885981036,0
24.8,206739.287751294,410919.534540514,109300.82186999,617658.822291809,0
25,233524.870831206,433302.646096305,109300.822511123,666827.516927512,0
